level_0,index,Event Id,Investigation Type,Accident Number,Event Date,Location,Country,Latitude,Longitude,Airport Code,Airport Name,Injury Severity,Aircraft Damage,Aircraft Category,Registration Number,Make,Model,Amateur Built,Number Of Engines,Engine Type,Far Description,Schedule,Purpose Of Flight,Air Carrier,Total Fatal Injuries,Total Serious Injuries,Total Minor Injuries,Total Uninjured,Weather Condition,Broad Phase Of Flight,Report Status,Publication Date,Make/Model,Year
10952,42983,20001208X09218,Accident,MIA98LA019,1997-11-02,"FORT LAUDERDALE, FL",United States,,,FLL,FT LAUDERDALE-HOLLYWOOD,Non-Fatal,Destroyed,,N69312,Cessna,402B,No,2.0,Reciprocating,,NSCH,Unknown,Air Flight,0.0,0.0,0.0,7.0,VMC,Approach,Probable Cause,10-04-1998,Cessna - 402B,1997
10955,42986,20001208X09139,Accident,CHI98FA031,1997-11-02,"LYNN, IN",United States,,,,,Fatal(2),Destroyed,,N79TH,Piper,PA-34-200T,No,2.0,Reciprocating,,,Personal,,2.0,0.0,0.0,0.0,IMC,Cruise,Probable Cause,29-02-2000,Piper - PA-34-200T,1997
10969,43000,20001208X09166,Accident,FTW98FA044,1997-11-06,"MYTON, UT",United States,,,,,Fatal(1),Destroyed,,N2119D,Piper,PA-34-200T,No,2.0,Reciprocating,,NSCH,Unknown,,1.0,0.0,0.0,0.0,VMC,Cruise,Probable Cause,15-04-1999,Piper - PA-34-200T,1997
10971,43002,20001208X09221,Accident,MIA98LA024,1997-11-06,"MEMPHIS, TN",United States,,,,,Non-Fatal,Substantial,,N59316,Douglas,DC-3C,No,2.0,Reciprocating,,,Positioning,,0.0,0.0,0.0,2.0,IMC,Approach,Probable Cause,10-04-1998,Douglas - DC-3C,1997
10973,43004,20001208X09214,Accident,MIA98FA025,1997-11-07,"CHARLOTTE, NC",United States,,,CLT,CHARLOTTE-DOUGLAS INT,Non-Fatal,Substantial,,N865US,Fokker,F100,No,2.0,Turbo Fan,,SCHD,Unknown,,0.0,0.0,0.0,104.0,VMC,Landing,Probable Cause,15-04-1999,Fokker - F100,1997
10974,43005,20001208X09244,Accident,SEA98LA012,1997-11-07,"PORTLAND, OR",United States,,,PDX,PORTLAND INTERNATIONAL,Non-Fatal,Substantial,,N700HS,Aerostar,PA-60-700P,No,2.0,Reciprocating,,,Business,,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,15-04-1999,Aerostar - PA-60-700P,1997
10977,43008,20001208X09145,Accident,CHI98LA033,1997-11-07,"CHICAGO, IL",United States,,,ORD,O'HARE,Non-Fatal,Substantial,,N200HV,Beech,C90A,No,2.0,Turbo Prop,,,Business,,0.0,0.0,2.0,4.0,VMC,Taxi,Probable Cause,30-01-1998,Beech - C90A,1997
10978,43009,20001208X09144,Accident,CHI98LA032,1997-11-07,"TOMAHAWK, WI",United States,,,,,Non-Fatal,Substantial,,N2957Q,Cessna,421A,No,2.0,Reciprocating,,,Personal,,0.0,0.0,0.0,1.0,VMC,Climb,Probable Cause,16-02-2000,Cessna - 421A,1997
10989,43020,20001208X09126,Accident,ANC98LA010,1997-11-11,"TYONEK, AK",United States,,,BLG,BELUGA,Non-Fatal,Substantial,,N314SC,Piper,PA-31-T3,No,2.0,Turbo Prop,,NSCH,Unknown,,0.0,0.0,0.0,5.0,VMC,Takeoff,Probable Cause,06-11-1998,Piper - PA-31-T3,1997
10993,43024,20001208X09129,Accident,ATL98FA009,1997-11-13,"MADISON, MS",United States,,,JAN,JACKSON INTERNATIONAL,Fatal(1),Destroyed,,N500ML,Beech,B100,No,2.0,Turbo Prop,,,Business,,1.0,0.0,0.0,0.0,IMC,Approach,Probable Cause,28-02-2000,Beech - B100,1997
10994,43025,20001208X09235,Accident,NYC98LA028,1997-11-13,"WHEELING, WV",United States,,,HLG,WHEELING,Non-Fatal,Substantial,,N80GP,Beech,65-A90,No,2.0,Turbo Prop,,NSCH,Unknown,Skyward Aviation,0.0,0.0,0.0,5.0,IMC,Landing,Probable Cause,10-11-1998,Beech - 65-A90,1997
11010,43041,20001208X09187,Accident,FTW98TA052,1997-11-19,"BEAUMONT, TX",United States,,,BPT,JEFFERSON COUNTY AIRPORT,Non-Fatal,Destroyed,,N156SD,Cessna,310J,No,2.0,Reciprocating,,UNK,Unknown,,0.0,1.0,0.0,0.0,VMC,Takeoff,Probable Cause,15-04-1999,Cessna - 310J,1997
11015,43046,20001208X09216,Incident,MIA98IA035,1997-11-20,"MIAMI, FL",United States,,,MIA,MIAMI INTERNATIONAL,Incident,Minor,,N55FB,Douglas,DC-8F-55,No,4.0,Turbo Fan,,NSCH,Unknown,"Fine Air Services, Inc.",0.0,0.0,0.0,3.0,VMC,Standing,Probable Cause,28-02-2000,Douglas - DC-8F-55,1997
11018,43049,20001208X09151,Accident,CHI98LA041,1997-11-20,"BURLINGTON, KS",United States,,,,,Non-Fatal,Substantial,,N3681K,Beech,95-B55,No,2.0,Reciprocating,,,Personal,,0.0,0.0,0.0,2.0,VMC,Cruise,Probable Cause,30-01-1998,Beech - 95-B55,1997
11020,43051,20001208X09161,Accident,CHI98LA053,1997-11-21,"SYRACUSE, NY",United States,,,SYR,SYRACUSE HANCOCK INT'L,Non-Fatal,Substantial,,N564PC,Mcdonnell Douglas,DC-9-15,No,2.0,Turbo Jet,,,Positioning,,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,28-01-2000,Mcdonnell Douglas - DC-9-15,1997
11021,43052,20001208X09132,Accident,ATL98LA011,1997-11-21,"ATHENS, GA",United States,,,AHN,ATHENS/BEN EPPS,Non-Fatal,Substantial,,N202RS,Beech,60,No,2.0,Reciprocating,,,Personal,,0.0,0.0,1.0,1.0,IMC,Landing,Probable Cause,29-05-1998,Beech - 60,1997
11037,43068,20001208X09167,Accident,FTW98FA056,1997-11-24,"ROYSE CITY, TX",United States,,,,,Fatal(2),Destroyed,,N6835Q,Beech,95-B55,No,2.0,Reciprocating,,,Personal,,2.0,0.0,0.0,0.0,VMC,Cruise,Probable Cause,28-02-2000,Beech - 95-B55,1997
11047,43078,20001208X09248,Accident,SEA98LA016,1997-11-25,"BILLINGS, MT",United States,,,BIL,BILLINGS LOGAN INTNL,Non-Fatal,Substantial,,N691A,Short Brothers,SD3-60,No,2.0,Turbo Prop,,NSCH,Unknown,,0.0,0.0,0.0,2.0,IMC,Landing,Probable Cause,28-09-1999,Short Brothers - SD3-60,1997
11051,43082,20001208X09160,Accident,CHI98LA051,1997-11-25,"GARDNER, KS",United States,,,K34,GARDNER MUNICIPAL,Non-Fatal,Substantial,,N3914A,Beech,E55,No,2.0,Reciprocating,,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,26-06-1998,Beech - E55,1997
11061,43092,20001208X09196,Accident,LAX98FA048,1997-11-27,"CARSON CITY, NV",United States,,,O04,CARSON,Fatal(4),Destroyed,,N6933Y,Piper,PA-23-250,No,2.0,Reciprocating,,,Personal,,4.0,0.0,0.0,0.0,VMC,Takeoff,Probable Cause,10-11-1998,Piper - PA-23-250,1997
11065,43096,20001208X09233,Accident,NYC98FA035,1997-11-28,"ST MARY'S, PA",United States,,,OYM,ST. MARY'S MUNICIPAL,Fatal(2),Destroyed,,N6923,Cessna,310R,No,2.0,Reciprocating,,,Personal,,2.0,0.0,0.0,0.0,IMC,Approach,Probable Cause,28-02-2000,Cessna - 310R,1997
11068,43099,20001208X09159,Accident,CHI98LA050,1997-11-29,"SPENCER, IA",United States,,,SPW,SPENCER MUNICIPAL,Non-Fatal,Substantial,,N22NC,Cessna,402B,No,2.0,Reciprocating,,NSCH,Unknown,,0.0,0.0,0.0,1.0,IMC,Approach,Probable Cause,28-02-2000,Cessna - 402B,1997
11070,43101,20001208X09241,Accident,NYC98LA036,1997-11-30,"HARTFORD, CT",United States,,,HFD,HARTFORD-BRAINARD AIRPORT,Non-Fatal,Substantial,,N2641F,Cessna,310R,No,2.0,Reciprocating,,,Personal,,0.0,0.0,0.0,2.0,IMC,Landing,Probable Cause,21-06-2000,Cessna - 310R,1997
11083,43114,20001208X09270,Accident,CHI98LA054,1997-12-04,"LEE'S SUMMIT, MO",United States,,,K84,LEE'S SUMMIT MUNICIPAL,Non-Fatal,Destroyed,,N8189P,Piper,PA-34-200T,No,2.0,Reciprocating,,,Personal,,0.0,1.0,0.0,0.0,VMC,Takeoff,Probable Cause,26-06-1998,Piper - PA-34-200T,1997
11101,43132,20001208X09273,Accident,CHI98LA058,1997-12-07,"MEMPHIS, TN",United States,,,MEM,MEMPHIS INTERNATIONAL,Non-Fatal,,,N774NC,Mcdonnell Douglas,DC-9-50,No,2.0,Turbo Jet,,SCHD,Unknown,,0.0,1.0,0.0,126.0,UNK,Taxi,Probable Cause,26-06-1998,Mcdonnell Douglas - DC-9-50,1997
11103,43134,20001208X09272,Accident,CHI98LA057,1997-12-08,"MILWAUKEE, WI",United States,,,MKE,GENERAL MITCHELL INTL,Non-Fatal,Substantial,,N728QA,Cessna,402A,No,2.0,Reciprocating,,NSCH,Unknown,,0.0,0.0,0.0,1.0,IMC,Approach,Probable Cause,15-04-1999,Cessna - 402A,1997
11112,43143,20001208X09254,Accident,ATL98FA023,1997-12-10,"CHARLOTTE, NC",United States,,,CLT,CHARLOTTE/DOUGLAS INTL,Fatal(1),Destroyed,,N30SA,Beech,A100,No,2.0,Turbo Prop,,,Business,,1.0,1.0,0.0,0.0,IMC,Approach,Probable Cause,10-11-1998,Beech - A100,1997
11113,43144,20001208X09278,Accident,CHI98LA063,1997-12-10,"ROCKFORD, IL",United States,,,RFD,GREATER ROCKFORD,Non-Fatal,Substantial,,N79GL,Beech,1900C,No,2.0,Turbo Prop,,,Unknown,,0.0,0.0,0.0,4.0,VMC,Takeoff,Probable Cause,29-05-1998,Beech - 1900C,1997
11116,43147,20001208X09334,Accident,LAX98LA057,1997-12-11,"VENTURA, CA",United States,,,,,Non-Fatal,,,N329AE,Saab-Scania Ab (Saab),340B,No,2.0,Turbo Prop,,SCHD,Unknown,Wings West (dba: American Eagle),0.0,1.0,0.0,16.0,VMC,Cruise,Probable Cause,15-02-2000,Saab-Scania Ab (Saab) - 340B,1997
11118,43149,20001208X09378,Accident,SEA98FA023,1997-12-12,"YAKIMA, WA",United States,,,YKM,YAKIMA AIR TERMINAL,Fatal(2),Destroyed,,N72VF,Aero Commander,690A,No,2.0,Turbo Prop,,,Personal,,2.0,0.0,0.0,0.0,VMC,Approach,Probable Cause,28-09-1999,Aero Commander - 690A,1997
11129,43160,20001208X09257,Incident,ATL98IA024,1997-12-15,"MONTEGO BAY, Jamaica",Jamaica,,,MBJ,SANGSTER INTERNATIONAL,Incident,Minor,,N90070,Airbus Industrie,A-300-600,No,2.0,Turbo Fan,,SCHD,Unknown,American Airlines,0.0,0.0,0.0,246.0,IMC,Landing,Probable Cause,29-02-2000,Airbus Industrie - A-300-600,1997
11146,43177,20001208X09377,Accident,NYC98LA059,1997-12-18,"PERKASIE, PA",United States,,,N70,PENNRIDGE,Non-Fatal,Substantial,,N6962Y,Piper,PA-23-250,No,2.0,Reciprocating,,,Instructional,,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,28-01-2000,Piper - PA-23-250,1997
11151,43182,20001208X09328,Incident,LAX98IA061,1997-12-19,"SAN FRANCISCO, CA",United States,,,SFO,SAN FRANCISCO,Incident,,,N932AS,Mcdonnell Douglas,MD-80,No,2.0,Unknown,,SCHD,Unknown,,0.0,0.0,0.0,75.0,VMC,Taxi,Probable Cause,04-05-1998,Mcdonnell Douglas - MD-80,1997
11152,43183,20001208X09301,Accident,FTW98FA073,1997-12-19,"BYERS, CO",United States,,,,,Fatal(1),Destroyed,,N950TT,Swearingen,SA226-T,No,2.0,Turbo Prop,,,Personal,,1.0,0.0,0.0,0.0,IMC,Climb,Probable Cause,15-04-1999,Swearingen - SA226-T,1997
11163,43194,20001208X09302,Accident,FTW98FA074,1997-12-21,"COLO SPRINGS, CO",United States,,,COS,COLO. SPRINGS MUNICIPAL,Fatal(2),Destroyed,,N100BE,Beech,A100,No,2.0,Turbo Prop,,NSCH,Unknown,"Aviation Charter, Inc.",2.0,1.0,0.0,0.0,IMC,Go-around,Probable Cause,17-11-1999,Beech - A100,1997
11171,43202,20001208X09285,Accident,CHI98LA072,1997-12-23,"HASTINGS, NE",United States,,,HSI,HASTINGS MUNICIPAL,Fatal(1),Destroyed,,N9WG,Piper,PA-30/A,No,2.0,Reciprocating,,,Personal,,1.0,0.0,1.0,1.0,IMC,Approach,Probable Cause,15-10-1999,Piper - PA-30/A,1997
11173,43204,20001208X09368,Accident,NYC98LA050,1997-12-23,"WINDSOR LOCKS, CT",United States,,,BDL,BRADLEY INTL,Non-Fatal,Substantial,,N140ZV,Beech,1900D,No,2.0,Turbo Prop,,SCHD,Unknown,(dba: Usairways Express),0.0,0.0,0.0,5.0,IMC,Taxi,Probable Cause,01-12-1999,Beech - 1900D,1997
11180,43211,20001208X09379,Incident,SEA98IA027,1997-12-25,"EUGENE, OR",United States,,,EUG,MAHLON SWEET FIELD,Incident,,,N918UA,Boeing,737-522,No,2.0,Turbo Fan,,SCHD,Unknown,,0.0,0.0,0.0,105.0,VMC,Standing,Probable Cause,10-11-1998,Boeing - 737-522,1997
11188,43219,20001208X09375,Accident,NYC98LA057,1997-12-28,"ELKINS, WV",United States,,,EKN,ELKINS-RANDOLPH COUNTY,Non-Fatal,Destroyed,,N1348T,Cessna,421C,No,2.0,Reciprocating,,,Personal,,0.0,0.0,1.0,6.0,VMC,Takeoff,Probable Cause,29-02-2000,Cessna - 421C,1997
11196,43227,20001208X09344,Accident,MIA98FA047,1997-12-29,"GUYTON, GA",United States,,,,,Fatal(2),Destroyed,,N414MT,Cessna,414A,No,2.0,Reciprocating,,,Personal,,2.0,0.0,0.0,0.0,VMC,Climb,Probable Cause,15-10-1999,Cessna - 414A,1997
11197,43228,20001208X09314,Accident,FTW98LA080A,1997-12-29,"DFW AIRPORT, TX",United States,,,DFW,DFW INTERNATIONAL,Non-Fatal,Minor,,N4980V,Beech,E18S,No,2.0,Reciprocating,,NSCH,Unknown,(dba: Springdale Air Service),0.0,0.0,0.0,2.0,VMC,Taxi,Probable Cause,30-10-1998,Beech - E18S,1997
11198,43229,20001208X09314,Accident,FTW98LA080B,1997-12-29,"DFW AIRPORT, TX",United States,,,DFW,DFW INTERNATIONAL,Non-Fatal,Substantial,,N2069C,Beech,E18S,No,2.0,Reciprocating,,NSCH,Unknown,(dba: Springdale Air Service),0.0,0.0,0.0,2.0,VMC,Standing,Probable Cause,30-10-1998,Beech - E18S,1997
11200,43231,20001208X09286,Accident,CHI98LA073,1997-12-30,"WATERTOWN, SD",United States,,,ATY,WATERTOWN MUNICIPAL,Fatal(1),Destroyed,,N5087Q,Cessna,402B,No,2.0,Reciprocating,,NSCH,Unknown,Sioux Falls Aviation (dba: Business Aviation Couriers),1.0,0.0,0.0,0.0,VMC,Takeoff,Probable Cause,15-04-1999,Cessna - 402B,1997
11201,43232,20001208X09268,Accident,CHI98FA074,1997-12-30,"WAYNE, IL",United States,,,DPA,DUPAGE,Fatal(2),Destroyed,,N999WB,Mitsubishi,MU-2B-30,No,2.0,Turbo Prop,,,Personal,,2.0,0.0,0.0,0.0,VMC,Takeoff,Probable Cause,15-04-1999,Mitsubishi - MU-2B-30,1997
11203,43234,20001208X09315,Accident,FTW98LA081,1997-12-30,"GRANTS, NM",United States,,,GNT,GRANTS-MILAN MUNICIPAL,Non-Fatal,Substantial,,N87358,Cessna,310R,No,2.0,Reciprocating,,,Personal,,0.0,0.0,1.0,3.0,VMC,Descent,Probable Cause,27-08-1999,Cessna - 310R,1997
11206,43237,20001208X09376,Accident,NYC98LA058,1997-12-31,"NEW YORK, NY",United States,,,JRA,WEST 30TH STREET HELIPORT,Non-Fatal,Substantial,,N355DS,Aerospatiale,AS-355,No,2.0,Turbo Shaft,,,Unknown,,0.0,0.0,4.0,4.0,VMC,Approach,Probable Cause,15-04-1999,Aerospatiale - AS-355,1997
11212,43243,20001211X09388,Accident,ANC98LA014,1998-01-02,"MCGRATH, AK",United States,,,NFR,NIXON FORK MINE STRIP,Non-Fatal,Destroyed,,N861TA,Douglas,DC-6B,No,4.0,Reciprocating,,NSCH,Unknown,,0.0,0.0,0.0,3.0,VMC,Takeoff,Probable Cause,15-02-2001,Douglas - DC-6B,1998
11217,43248,20001211X09405,Accident,CHI98LA077,1998-01-02,"WINTERSET, IA",United States,,,3Y3,WINTERSET-MADISON COUNTY,Non-Fatal,Substantial,,N8350Z,Piper,PA-34-220T,No,2.0,Reciprocating,,,Personal,,0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,04-05-1998,Piper - PA-34-220T,1998
11223,43254,20001211X09493,Accident,NYC98FA060,1998-01-06,"WEST MIFFLIN, PA",United States,,,AGC,ALLEGHENY COUNTY,Non-Fatal,Destroyed,,N1DK,Cessna,500,No,2.0,Turbo Fan,,,Business,,0.0,1.0,2.0,0.0,IMC,Landing,Probable Cause,03-08-1999,Cessna - 500,1998
11224,43255,20001211X09482,Accident,MIA98LA054,1998-01-06,"ORLANDO, FL",United States,,,,,Non-Fatal,,,N618DL,Boeing,757-232,No,2.0,Turbo Fan,,SCHD,Unknown,"Delta Air Lines, Inc.",0.0,1.0,0.0,188.0,VMC,Cruise,Probable Cause,29-05-1998,Boeing - 757-232,1998
11225,43256,20001211X09452,Accident,IAD98LA021,1998-01-06,"PHILADELPHIA, PA",United States,,,PHL,PHILADELPHIA INTL,Non-Fatal,Minor,,N845AA,Boeing,727-223,No,3.0,Turbo Fan,,SCHD,Unknown,,0.0,1.0,0.0,114.0,IMC,Taxi,Probable Cause,30-10-1998,Boeing - 727-223,1998
11229,43260,20001211X09462,Accident,LAX98LA070,1998-01-08,"PHOENIX, AZ",United States,,,KPHX,SKY HARBOR INTERNATIONAL,Non-Fatal,Substantial,,N752JX,British Aerospace,JETSTREAM 3101,No,2.0,Turbo Prop,,NSCH,Unknown,Native American Air Ambualnce,0.0,0.0,0.0,4.0,VMC,Taxi,Probable Cause,15-02-2001,British Aerospace - JETSTREAM 3101,1998
11230,43261,20001211X09433,Accident,FTW98LA103,1998-01-08,"BETHANY, OK",United States,,,PWA,WILEY POST,Non-Fatal,Substantial,,N26956,Cessna,340A,No,2.0,Reciprocating,,,Positioning,,0.0,0.0,0.0,1.0,IMC,Landing,Probable Cause,08-12-1998,Cessna - 340A,1998
11239,43270,20001211X09420,Accident,FTW98FA092,1998-01-10,"ENNIS, TX",United States,,,F41,ENNIS MUNICIPAL,Fatal(2),Destroyed,,N556BW,Aero Commander,500-B,No,2.0,Reciprocating,,,Personal,,2.0,1.0,0.0,0.0,IMC,Climb,Probable Cause,31-12-1998,Aero Commander - 500-B,1998
11242,43273,20001211X09421,Accident,FTW98FA093,1998-01-11,"SANDY, UT",United States,,,,,Fatal(4),Destroyed,,N222UH,Bell,222UT,No,2.0,Turbo Shaft,,NSCH,Unknown,Air Methods,4.0,0.0,0.0,0.0,IMC,Takeoff,Probable Cause,30-10-1998,Bell - 222UT,1998
11247,43278,20001211X09446,Accident,FTW98MA096,1998-01-13,"HOUSTON, TX",United States,,,IAH,G. BUSH INTERCONTINENTAL,Fatal(2),Destroyed,,N627WS,Gates Learjet,25B,No,2.0,Turbo Jet,,,Positioning,,2.0,0.0,0.0,0.0,IMC,Approach,Probable Cause,20-04-1999,Gates Learjet - 25B,1998
11250,43281,20001211X09403,Accident,CHI98FA082,1998-01-14,"PINCKNEYVILLE, IL",United States,,,,,Fatal(1),Destroyed,,N54643,Beech,95-55,No,2.0,Reciprocating,,,Business,,1.0,0.0,0.0,0.0,IMC,Approach,Probable Cause,31-03-2000,Beech - 95-55,1998
11259,43290,20001211X09459,Accident,LAX98FA075,1998-01-17,"WALKER, CA",United States,,,,,Fatal(1),Destroyed,,N114GP,Cessna,402C,No,2.0,Reciprocating,,,Positioning,,1.0,1.0,0.0,0.0,UNK,Cruise,Probable Cause,20-04-2000,Cessna - 402C,1998
11269,43300,20001211X09454,Accident,IAD98LA023,1998-01-20,"SARANAC LAKE, NY",United States,,,SLK,SARANAC LAKE ADIRONDACK,Non-Fatal,Substantial,,N854CA,Beech,1900D,No,2.0,Turbo Prop,,SCHD,Unknown,(dba: Commutair),0.0,0.0,0.0,12.0,IMC,Landing,Probable Cause,22-06-2000,Beech - 1900D,1998
11273,43304,20001211X09392,Accident,ATL98FA036,1998-01-21,"DELRAY BEACH, FL",United States,,,BCT,BOCA RATON,Fatal(3),Destroyed,,N269M,Twin Commander Acft. Corp.,695A,No,2.0,Turbo Prop,,,Personal,,3.0,0.0,0.0,0.0,VMC,Climb,Probable Cause,19-05-1999,Twin Commander Acft. Corp. - 695A,1998
11274,43305,20001211X09494,Accident,NYC98FA062,1998-01-21,"WINDSOR LOCKS, CT",United States,,,BDL,BRADLEY INTL AIRPORT,Non-Fatal,Substantial,,N15827,Aerospatiale,ATR-42-320,No,2.0,Turbo Prop,,SCHD,Unknown,Continental Express (dba: Continental Express),0.0,0.0,1.0,38.0,VMC,Landing,Probable Cause,26-07-2001,Aerospatiale - ATR-42-320,1998
11276,43307,20001211X09471,Accident,LAX98LA081,1998-01-22,"GROVELAND, CA",United States,,,Q68,PINE MOUNTAIN LAKE,Non-Fatal,Substantial,,N41NR,Cessna,340A,No,2.0,Reciprocating,,,Personal,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,03-08-1999,Cessna - 340A,1998
11279,43310,20001211X09399,Accident,ATL98LA038,1998-01-22,"SELMER, TN",United States,,,SZY,ROBERT SIBLEY AIRPORT,Non-Fatal,Substantial,,N911KA,Beech,65-A90,No,2.0,Turbo Prop,,,Personal,,0.0,0.0,0.0,1.0,IMC,Landing,Probable Cause,26-07-2001,Beech - 65-A90,1998
11293,43324,20001211X09411,Accident,CHI98LA088,1998-01-26,"KENOSHA, WI",United States,,,ENW,KENOSHA REGIONAL,Non-Fatal,Substantial,,N8189Q,Cessna,310Q,No,2.0,Reciprocating,,,Personal,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,08-12-1998,Cessna - 310Q,1998
11296,43327,20001211X09437,Accident,FTW98LA108,1998-01-27,"WAGONER, OK",United States,,,H68,WAGONER AIRSTRIP,Non-Fatal,Substantial,,N340CK,Cessna,340,No,2.0,Reciprocating,,,Personal,,0.0,0.0,0.0,4.0,VMC,Landing,Probable Cause,26-06-1998,Cessna - 340,1998
11303,43334,20001211X09472,Accident,LAX98LA082,1998-01-29,"CHINLE, AZ",United States,,,Q32,CHINLE,Non-Fatal,Substantial,,N47744,Piper,PA-34-200T,No,2.0,Reciprocating,,,Positioning,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,08-12-1998,Piper - PA-34-200T,1998
11304,43335,20001211X09442,Accident,FTW98LA114,1998-01-29,"HORSESHOE BAY, TX",United States,,,4R2,HORSESHOE BAY,Non-Fatal,Substantial,,N9AX,Cessna,500,No,2.0,Turbo Fan,,,Personal,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,26-06-1998,Cessna - 500,1998
11326,43357,20001211X09536,Accident,FTW98FA117,1998-02-03,"GRAFORD, TX",United States,,,,,Fatal(2),Destroyed,,N15566,Piper,PA-34-200,No,2.0,Reciprocating,,,Personal,,2.0,0.0,0.0,0.0,VMC,Cruise,Probable Cause,28-09-1999,Piper - PA-34-200,1998
11338,43369,20001211X09503,Accident,ANC98LA020,1998-02-06,"NOME, AK",United States,,,,,Non-Fatal,Substantial,,N7678L,Piper,PA-31-350,No,2.0,Reciprocating,,NSCH,Unknown,,0.0,0.0,0.0,10.0,VMC,Cruise,Probable Cause,28-09-1999,Piper - PA-31-350,1998
11349,43380,20001211X09566,Incident,LAX98IA085,1998-02-09,"HONOLULU, HI",United States,,,HNL,HONOLULU INTERNATIONAL,Incident,Minor,,N601AP,Mcdonnell Douglas,DC-9-51,No,2.0,Turbo Fan,,SCHD,Unknown,"Hawaiian Airlines, Inc. (dba: Hawaiian Airlines, Inc.)",0.0,0.0,0.0,144.0,VMC,Takeoff,Probable Cause,16-02-2001,Mcdonnell Douglas - DC-9-51,1998
11350,43381,20001211X09531,Accident,DCA98MA023,1998-02-09,"CHICAGO, IL",United States,,,ORD,CHICAGO O'HARE INTERNATIO,Non-Fatal,Substantial,,N845AA,Boeing,727-223,No,3.0,Turbo Jet,,SCHD,Unknown,,0.0,0.0,23.0,99.0,IMC,Approach,Probable Cause,14-05-2001,Boeing - 727-223,1998
11355,43386,20001211X09562,Accident,LAX98FA086B,1998-02-11,"MORGAN HILL, CA",United States,,,,,Fatal(1),Substantial,,ARNG,Boeing,CH-47D,No,2.0,Turbo Shaft,,,,,1.0,0.0,0.0,4.0,VMC,Cruise,Probable Cause,20-04-2000,Boeing - CH-47D,1998
11369,43400,20001211X09556,Accident,IAD98FA027,1998-02-16,"NEWTON, WV",United States,,,,,Fatal(2),Destroyed,,N5WU,Beech,C-90,No,2.0,Turbo Prop,,,Positioning,,2.0,0.0,0.0,0.0,IMC,Descent,Probable Cause,07-09-2000,Beech - C-90,1998
11371,43402,20001211X09522,Incident,CHI98IA095,1998-02-16,"MEMPHIS, TN",United States,,,,,Incident,Minor,,N341NW,Airbus Industrie,A-320-212,No,2.0,Turbo Jet,,NSCH,Unknown,,0.0,0.0,0.0,117.0,VMC,Cruise,Probable Cause,28-09-1999,Airbus Industrie - A-320-212,1998
11376,43407,20001211X09559,Accident,IAD98LA028,1998-02-18,"BUFFALO, NY",United States,,,BUF,GREATER BUFFALO INTL,Non-Fatal,Substantial,,N1072W,Beech,55B,No,2.0,Reciprocating,,,Unknown,,0.0,0.0,0.0,6.0,VMC,Climb,Probable Cause,31-03-2000,Beech - 55B,1998
11384,43415,20001211X09563,Accident,LAX98FA091,1998-02-21,"SUTTER, CA",United States,,,,,Fatal(2),Destroyed,,N67623,Beech,95-B55,No,2.0,Reciprocating,,,Personal,,2.0,0.0,0.0,0.0,IMC,Cruise,Probable Cause,16-02-2001,Beech - 95-B55,1998
11390,43421,20001211X09539,Incident,FTW98IA130,1998-02-22,"LAWTON, OK",United States,,,LAW,LAWTON-FORT SILL REGIONAL,Incident,Minor,,N396AE,Saab-Scania Ab (Saab),340B,No,2.0,Turbo Prop,,SCHD,Unknown,Simmons Airlines (dba: American Eagle),0.0,0.0,0.0,6.0,VMC,Cruise,Probable Cause,17-05-2001,Saab-Scania Ab (Saab) - 340B,1998
11401,43432,20001211X09567,Incident,LAX98IA096,1998-02-23,"RENO, NV",United States,,,,,Incident,,,N236CP,Beech,100,No,2.0,Turbo Prop,,NSCH,Unknown,Victor Gonzales,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,06-04-2001,Beech - 100,1998
11403,43434,20001211X09529,Accident,CHI98LA097,1998-02-23,"PEORIA, IL",United States,,,PIA,GREATER PEORIA REG.,Non-Fatal,Substantial,,N54231,Piper,PA-23-250,No,2.0,Reciprocating,,NSCH,Unknown,,0.0,0.0,0.0,1.0,IMC,Climb,Probable Cause,16-02-2001,Piper - PA-23-250,1998
11407,43438,20001211X09568,Incident,LAX98IA097,1998-02-24,"OAKLAND, CA",United States,,,,,Incident,,,N20FW,Beech,BE99,No,2.0,Turbo Prop,,NSCH,Unknown,"Ameriflight, Inc.",0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,16-02-2001,Beech - BE99,1998
11419,43450,20001211X09578,Accident,MIA98FA089,1998-02-26,"BIRMINGHAM, AL",United States,,,BHM,BIRMIMGHAM INTERNATIONAL,Non-Fatal,Substantial,,N867US,Fokker,F28 MK 0100,No,2.0,Turbo Jet,,SCHD,Unknown,,0.0,0.0,0.0,92.0,VMC,Descent,Probable Cause,16-02-2001,Fokker - F28 MK 0100,1998
